Organisation Name,Website,ASN,Peering Policy,IPv4 Address,IPv6 Address,MAC Address,Location,Switch Port and VLAN,Port Type,Service Speed,Service Type,Peering LAN,Membership Type,Route Servers,,
Viettel (Cambodia) Pte. Ltd,https://metfone.com.kh/en,38623,Open,195.66.231.73,2001:7f8:4::96df:1,5c45.27c9.264d,Telehouse West (THW),core3-thw xe-4/0/22,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Quickline Communications Limited,http://www.boundlessnetworks.co.uk,57099,Open,195.66.238.178,2001:7f8:4:1::df0b:1,9c5a.8000.d03c,Telehouse North2 (TH2),edge1-th2-lon2 xe11,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Telcotech Ltd,http://www.telcotech.com.kh,55329,Open,195.66.225.244,2001:7f8:4::d821:1,ccbb.fe24.25dc,Telehouse North (THN),core3-thn ae211 VLAN: 10,ConneXions,300,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Zattoo AG,http://,8302,Selective,195.66.231.137,2001:7f8:4::206e:1,8830.3765.b400,Telehouse North (THN),core3-thn et-3/2/1 VLAN: 1175,ConneXions,1000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Datacentres Ltd T/A Redraw Internet,http://redrawinternet.com,31595,Open,195.66.238.143,2001:7f8:4:1::7b6b:1,b0a8.6e21.c7c1,Digital Realty Sovereign House (RBS),edge3-rbs-lon2 xe11,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
HGC  Global Communications (UK) Ltd,http://hgc.com.hk/index.html,9304,Selective,195.66.224.100,2001:7f8:4::2458:1,28b8.29b8.7aa4,Telehouse West (THW),core3-thw et-3/1/1,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Zero Distance LLC,http://,57406,Open,195.66.231.100,2001:7f8:4::e03e:1,ae00.3df3.74bb,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/17 VLAN: 470,ConneXions,100,ConneXions,LINX LON1,full,rs3.lon1,rs1.lon1,
Imperva UK Ltd,https://www.incapsula.com/,19551,Open,195.66.231.94,2001:7f8:4::4c5f:2,4c73.4f29.f3ae,Equinix LD6 (EQ4),edge1-eq4 4/1/c36/1,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
SDC Hosting and Support Ltd,http://,208636,Open,195.66.236.30,2001:7f8:4:1::3:2efc:1,98b7.851e.bc0e,Telehouse North (THN),edge1-thn-lon2 xe23 VLAN: 1560,ConneXions,2000,ConneXions,LINX LON2,ConneXions-full,rs2.lon2,rs4.lon2,
Netskope UK Ltd,https://www.netskope.com,55256,Selective,195.66.236.37,2001:7f8:4:1::d7d8:1,d853.9ae8.c4d8,Equinix LD4 (EQ4),edge3-eq4-lon2 ce26/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Open Fibre Networks Limited,http://www.ifnl.net,48945,Selective,195.66.227.38,2001:7f8:4::bf31:4,4055.82a5.1dd0,Telehouse West (THW),core3-thw et-3/5/2,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Saudi Telecom Company (STC),http://www.stc.com.sa/,25019,Open,185.0.37.6,2001:7f8:150::61bb:2,9849.25fd.6d1a,STC Ar Rimal RDC102,edge1-str-riy1 ethernet-1/9,100G,100000,Regular,Riyadh IX,full-jedix_customer,rs1.riy1,rs2.riy1,
Andrews & Arnold Ltd,http://www.aaisp.net.uk,20712,Open,195.66.224.60,2001:7f8:4::50e8:2,9c89.1e44.0002,Equinix LD8 Harbour Exchange (TCH),core4-tch xe-3/1/22,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Forcepoint Cloud Limited,http://www.forcepoint.com/,44444,Selective,195.66.236.88,2001:7f8:4:1::ad9c:2,,Digital Realty Sovereign House (RBS),edge2-rbs-lon2 ce6/1,,100000,Regular,LINX LON2,full,,,
Lancashire County Council,http://,33967,Open,195.66.244.104,2001:7f8:4:2::84af:1,8890.09e3.53eb,Equinix MA3 Joule House (TCJ),edge2-tcj-man1 xe38,10G,10000,Regular,LINX Manchester,full,rs1.man1,rs2.man1,
Voneus Ltd,http://www.lonsdalenet.co.uk,59811,Open,195.66.246.36,2001:7f8:4:3::e9a3:1,ec7c.5c04.7ce5,Pulsant Edinburgh (PUE),edge4-pue-sco1 ce1/1,100G,100000,Regular,LINX Scotland,full,rs1.sco1,rs2.sco1,
Online50 Limited,http://www.online50.net/,35399,Open,195.66.224.248,2001:7f8:4::8a47:1,0010.18bc.8590,Telehouse West (THW),core3-thw xe-4/1/22,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
BBC,http://www.bbc.co.uk/,31459,Open,195.66.224.197,2001:7f8:4::7ae3:1,001c.7314.855e,Telehouse North (THN),edge6-thn xe-1/1/18,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Brightstar Ltd,http://www.brightstar.uk,42228,Open,195.66.227.10,2001:7f8:4::a4f4:1,ecf4.bbcd.b5f8,Telehouse North (THN),edge6-thn xe-3/0/9,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
MLL Telecom Ltd,https://mlltelecom.com/,199713,Open,195.66.244.118,2001:7f8:4:2:0:3:c21:1,d818.d310.f892,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe7,10G,10000,Regular,LINX Manchester,full,rs1.man1,rs2.man1,
Aplikanusa Lintasarta,http://www.lintasarta.net/en-us/home.aspx,4800,Open,195.66.226.132,2001:7f8:4::12c0:1,d45a.3f7e.1548,Telehouse North (THN),core3-thn ae211 VLAN: 14,ConneXions,2000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
National Research Center Kurchatov Institute (KCOD KIAE),http://computing.kiae.ru/,59624,Open,195.66.227.113,2001:7f8:4::e8e8:1,ec38.737c.17f8,Equinix LD8 Harbour Exchange (TCH),core4-tch ae211 VLAN: 759,ConneXions,3000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Ecritel,http://www.ecritel.net,8304,Selective,195.66.226.189,2001:7f8:4::2070:1,242a.0493.c1e7,Equinix LD8 Harbour Exchange (TCH),core4-tch ae211 VLAN: 514,ConneXions,3000,ConneXions,LINX LON1,full,rs3.lon1,rs1.lon1,
SKY Cable Corporation,http://www.mysky.com.ph,23944,Open,195.66.227.212,2001:7f8:4::5d88:2,1039.e9b9.e5ed,Telehouse North (THN),core3-thn ae211 VLAN: 7,ConneXions,2000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Jump Networks Ltd,http://www.jump.net.uk/,8943,Selective,195.66.224.34,2001:7f8:4::22ef:1,444c.a8c1.7fd3,Telehouse North (THN),core4-thn et-2/4/1 VLAN: 1101,ConneXions,30000,ConneXions,LINX LON1,ConneXions-full,,,
Interfiber Networks LDA,http://,50293,Open,195.66.231.53,2001:7f8:4::c475:1,70e4.2219.9de5,Digital Realty Cloud House West (TCM),edge2-tcm 1/x1/1/c3/1 VLAN: 1710,ConneXions,1000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
AVR Group Limited,http://monitoring.co.uk,42009,Open,195.66.244.109,2001:7f8:4:2::a419:1,aa00.00aa.3762,Equinix MA5 (MA5),edge1-ma5-man1 po300 VLAN: 196,ConneXions,1000,ConneXions,LINX Manchester,full,rs2.man1,rs1.man1,
EdgeCast Networks,http://www.edgecast.com,15133,Selective,195.66.244.14,2001:7f8:4:2::3b1d:2,ec13.db6f.c992,Equinix MA1 Williams House (TCW),edge5-tcw-man1 xe38,10G,10000,Regular,LINX Manchester,full,rs1.man1,rs2.man1,
BPS(Japan),http://,59110,Selective,195.66.226.40,2001:7f8:4::e6e6:1,cc4e.2490.2933,Telehouse North (THN),edge6-thn ae230 VLAN: 3300,ConneXions,100,ConneXions,LINX LON1,full,rs3.lon1,rs1.lon1,
Kijiji International Ltd,http://www.kijiji.com,41552,No-peering,195.66.225.72,2001:7f8:4::a250:1,f01c.2d74.3853,Telehouse North (THN),core4-thn et-2/2/1 VLAN: 2888,ConneXions,10000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Oakford Internet Services,http://www.oakfordis.com,206999,Selective,195.66.227.77,2001:7f8:4::3:2897:2,f03f.95dd.fb65,Telehouse East (THE),edge1-the 2/x1/1/c5/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Subtopia Ltd,http://www.subtopia.co.uk,42344,Open,195.66.226.71,2001:7f8:4::a568:1,788a.207d.e6ca,Telehouse North (THN),edge6-thn xe-3/0/6,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Telfy,http://www.telfy.com/en/,42947,Selective,195.66.225.99,2001:7f8:4::a7c3:1,0022.83fe.57c1,Telehouse North (THN),core4-thn et-2/2/1 VLAN: 2018,ConneXions,5000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Djibouti Telecom,http://www.djiboutitelecom.dj/,30990,Selective,195.66.226.162,2001:7f8:4::790e:1,d46d.505f.15af,Telehouse North (THN),edge6-thn xe-4/1/20 VLAN: 1519,ConneXions,10000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
NetIX Communications Limited,http://www.netix.net,57463,Selective,195.66.226.48,2001:7f8:4::e077:1,0019.a976.01c0,Telehouse North (THN),core3-thn et-3/2/1 VLAN: 3015,ConneXions,30000,ConneXions,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
Internet for Business,http://www.ifb.net,8902,Open,195.66.236.206,2001:7f8:4:1::22c6:1,0c59.9cbd.493b,Equinix LD8 Harbour Exchange (TCH),edge3-tch-lon2 xe4,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Fiber Telecom SpA,http://,41327,Selective,195.66.227.128,2001:7f8:4::a16f:1,88d9.8fe8.c433,Telehouse West (THW),core3-thw xe-5/1/17 VLAN: 101,ConneXions,5000,ConneXions,LINX LON1,ConneXions-full,rs3.lon1,rs1.lon1,
Lothian Broadband Networks Limited,http://,58246,Open,195.66.244.50,2001:7f8:4:2::e386:1,ec7c.5cdc.941b,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe10,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Port 179 Ltd,http://,212232,Open,195.66.227.147,2001:7f8:4::3:3d08:1,3cec.ef6f.8d75,Telehouse North (THN),core4-thn et-4/4/3 VLAN: 2245,ConneXions,1000,ConneXions,LINX LON1,associate,rs1.lon1,rs3.lon1,
Sensical Services Ltd,http://www.sensical.net,59933,Open,195.66.238.192,2001:7f8:4:1::ea1d:1,748e.f8a9.3ab4,Telehouse North (THN),edge4-thn-lon2 xe25,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Webdiscount UK Ltd.,http://www.web-discount.co.uk,24637,Selective,195.66.239.44,2001:7f8:4:1::603d:1,78bc.1adf.bdc0,Telehouse East (THE),edge1-the-lon2 xe5,10G,10000,Regular,LINX LON2,full,,,
Safenames Ltd,http://,60819,,195.66.236.13,2001:7f8:4:1::ed93:1,6c20.56ed.be90,Telehouse North (THN),edge1-thn-lon2 xe38,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Viasat-Inc.,http://,7155,Selective,195.66.231.11,2001:7f8:4::1bf3:1,7cf8.80d1.4808,Digital Realty Cloud House West (TCM),edge2-tcm 1/x1/1/c20/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
GSA CAPITAL SERVICES LIMITED,http://www.gsacapital.com,203372,Selective,195.66.236.12,2001:7f8:4:1::3:1a6c:1,985d.82b7.0d99,Equinix LD4 (EQ4),edge1-eq4-lon2 xe27,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
DigitalOcean,https://www.digitalocean.com/,14061,Selective,195.66.231.145,2001:7f8:4::36ed:2,24fc.4eb6.d364,Equinix LD6 (EQ4),edge1-eq4 1/1/c30/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Netavo Global Data Services Ltd,http://www.netavo.com,208802,Open,195.66.237.200,2001:7f8:4:1:0:3:2fa2:1,8890.0967.4c32,Telehouse North (THN),edge3-thn-lon2 xe8,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Fortinet (UK) Ltd,http://www.fortinet.com,40934,Selective,195.66.231.30,2001:7f8:4::9fe6:1,643a.ea1d.d0c0,Equinix LD9 Powergate (TCA),edge1-tca xe-2/2/0,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Cantona Retail Limited,http://www.callflowsolutions.com/,48101,Open,195.66.226.252,2001:7f8:4::bbe5:1,1039.e9b2.9771,Telehouse North (THN),core4-thn et-2/0/2,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
TISMI B.V.,https://tismi.com,62167,Selective,195.66.237.48,2001:7f8:4:1::f2d7:1,784f.9ba0.07f0,Telehouse North (THN),edge6-thn-lon2 xe1,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Apple Europe Limited,http://www.apple.com,714,Selective,206.55.196.100,2001:504:31::2ca:1,dab1.22f9.8adb,CoreSite Reston (COR),edge2-cor-nva1 ethernet-1/9,100G,100000,Regular,LINX NoVA,full,,,
Globenet,http://www.globenet.net,52320,Selective,195.66.227.204,2001:7f8:4::cc60:1,7a19.f7b8.98b8,Telehouse North (THN),core4-thn ae217 VLAN: 600,ConneXions,7500,ConneXions,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
Backbone Connect Ltd,http://www.BackboneConnect.co.uk,41107,Selective,195.66.227.180,2001:7f8:4::a093:1,5087.8938.4b5b,Telehouse North (THN),edge6-thn xe-5/0/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Belgacom International Carrier Services,https://www2.bics.com/remote-peering-to-linx,6774,Selective,195.66.224.128,2001:7f8:4::1a76:1,a47b.2cb9.f40b,Telehouse North (THN),core3-thn ae204.0 VLAN: 1728,ConneXions,30000,ConneXions,LINX LON1,ConneXions-full,,,
Newtel Ltd,http://www.newteljersey.com/,13208,,195.66.224.202,2001:7f8:4::3398:1,9c71.3ad3.4f46,Telehouse North (THN),core4-thn xe-3/1/10,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Node4 Ltd,http://www.node4.co.uk,31727,Open,195.66.244.34,2001:7f8:4:2::7bef:1,2c21.31a9.b5c0,Equinix MA1 Williams House (TCW),edge5-tcw-man1 xe22,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Icolo Limited,http://,328162,Open,196.60.114.6,2001:43f8:16d0::5:1e2:1,3a78.6540.d80c,iColo (ICN),edge1-icn-nai1 ethernet-1/1/1,10G,10000,Regular,LINX Nairobi,associate,rs2.nai1,rs1.nai1,
IP Serverone Solutions Sdn. Bhd.,http://www.ipserverone.com,45352,Open,195.66.226.76,2001:7f8:4::b128:1,54a2.74bb.cd06,Telehouse West (THW),core3-thw ae202 VLAN: 380,ConneXions,1000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
HongKong Seaga Technology Limited,http://en.wangsu.com,54994,Open,185.1.126.9,2001:7f8:d1::d6d2:1,9003.2535.cb81,MENA Gateway (MG1).(STJ),edge2-stj-jed1 xe10,10G,10000,Regular,Jeddah IX,full-jedix_customer,rs2.jed1,rs1.jed1,
Saudi Telecom Company (STC),http://www.stc.com.sa/,25019,Open,185.1.126.242,2001:7f8:d1::61bb:2,f41d.6bcd.546e,MENA Gateway (MG1).(STJ),edge3-stj-jed1 ce14/1,100G,100000,Regular,Jeddah IX,full-jedix_customer,rs1.jed1,rs2.jed1,
Ekco Cloud Edinburgh Ltd,https://cloudhelix.io/,62227,Open,195.66.239.98,2001:7f8:4:1::f313:1,84a9.c42b.5331,Equinix LD4 (EQ4),edge1-eq4-lon2 xe18,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Commercis Network,http://,205020,,195.66.236.70,2001:7f8:4:1::3:20dc:1,00a2.ee23.d940,Telehouse North (THN),edge1-thn-lon2 xe35,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
BBC,http://www.bbc.co.uk/,2818,Open,195.66.225.13,2001:7f8:4::b02:4,182a.d3b9.1cb0,Equinix LD6 (EQ4),edge1-eq4 5/1/c10/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Voneus Ltd,http://www.lonsdalenet.co.uk,47638,Open,195.66.237.169,2001:7f8:4:1::ba16:1,0469.8fd0.72e0,Telehouse North (THN),edge1-thn-lon2 xe6,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Gandi,http://www.gandi.net,29169,Open,195.66.225.20,2001:7f8:4::71f1:1,948e.d30a.713b,Telehouse North (THN),core4-thn et-2/2/1 VLAN: 888,ConneXions,10000,ConneXions,LINX LON1,full,,,
iManage LLC,http://www.imanage.com,395505,Restrictive,195.66.227.64,2001:7f8:4::6:8f1:1,6c6c.d369.ec1b,Telehouse North (THN),core3-thn ae214 VLAN: 103,ConneXions,10000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
FullFibre Ltd,https://fullfibre.co/,213094,Open,195.66.244.106,2001:7f8:4:2::3:4066:1,9cc8.93fe.9657,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe29,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
EdgeConnect,http://,201864,Open,195.66.236.24,2001:7f8:4:1:0:3:1488:1,0025.90ba.8dc6,Telehouse North (THN),edge6-thn-lon2 xe2,10G,10000,Regular,LINX LON2,full,,,
Bogons Ltd.,http://www.bogons.net/,3213,Open,195.66.224.228,2001:7f8:4::c8d:1,444c.a8a5.acff,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c5/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Novatel EAD,http://,41313,Open,195.66.231.45,2001:7f8:4::a161:1,e85c.0a29.c8dd,Equinix LD8 Harbour Exchange (TCH),core4-tch ae211 VLAN: 498,ConneXions,5000,ConneXions,LINX LON1,full,rs3.lon1,rs1.lon1,
Blue Tiger Solutions,http://www.bluetigersolutions.com,47480,Open,195.66.225.132,2001:7f8:4::b978:1,c08c.6029.6f05,Telehouse North (THN),edge6-thn xe-6/1/21,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Gigabit Networks Ltd,http://,56482,Open,195.66.231.115,2001:7f8:4::dca2:1,e0ac.f138.0934,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c7/4,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
X-On Health Limited,http://,50078,Open,195.66.226.135,2001:7f8:4::c39e:1,e0f6.2d88.8327,Telehouse North (THN),edge6-thn xe-1/1/17,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
InterCloud S.A.S.,https://www.intercloud.com/,197981,Open,195.66.231.111,2001:7f8:4::3:55d:2,44f4.7702.d7f0,Equinix LD6 (EQ4),edge2-eq4 2/x1/1/c9/1,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
TikTok Technology Limited,https://www.tiktok.com/,396986,Selective,195.66.244.80,2001:7f8:4:2::6:eba:1,e478.7649.8fd2,Equinix MA3 Joule House (TCJ),edge3-tcj-man1 ce9/1,100G,100000,Regular,LINX Manchester,full-jedix_customer,rs1.man1,rs2.man1,
Natilik Ltd,https://www.natilik.com,42513,Selective,195.66.225.14,2001:7f8:4::a611:1,f87a.41e7.9d87,Telehouse North (THN),core3-thn ae214 VLAN: 102,ConneXions,1000,ConneXions,LINX LON1,full,,,
MTN GlobalConnect Solutions LTD,http://www.mtnbusiness.co.za,16637,Open,195.66.236.18,2001:7f8:4:1::40fd:1,548a.ba02.6d6a,Digital Realty Sovereign House (RBS),edge2-rbs-lon2 ce8/1,100G,100000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
TikTok Technology Limited,https://www.tiktok.com/,396986,Selective,195.66.244.92,2001:7f8:4:2::6:eba:2,e478.7649.8fd0,Equinix MA3 Joule House (TCJ),edge3-tcj-man1 ce7/1,100G,100000,Regular,LINX Manchester,full-jedix_customer,rs1.man1,rs2.man1,
Datanet co uk Ltd.,http://www.datanet.co.uk,20799,Open,195.66.224.41,2001:7f8:4::513f:1,dc38.e1a4.13a9,Equinix LD8 Harbour Exchange (TCH),core4-tch xe-4/0/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
TikTok Technology Limited,https://www.tiktok.com/,396986,Selective,195.66.225.140,2001:7f8:4::6:eba:1,948e.d30a.d9d7,Telehouse North (THN),edge5-thn 1/1/c10/1,400G,400000,Regular,LINX LON1,full-jedix_customer,rs1.lon1,rs3.lon1,
Hydra Communications Ltd,http://www.bandwidth.co.uk,25369,Open,195.66.246.197,2001:7f8:4:3::6319:1,0031.460c.93d7,Pulsant Edinburgh (PUE),edge3-pue-sco1 xe22,10G,10000,Regular,LINX Scotland,ConneXions-full,rs2.sco1,rs1.sco1,
SFR,https://www.sfr.fr/,15557,Selective,195.66.224.214,2001:7f8:4::3cc5:1,08ec.f50e.65fc,Telehouse West (THW),core3-thw xe-5/1/23,10G,10000,Regular,LINX LON1,full,,,
Neuronnexion,http://www.neuronnexion.coop/,9036,Open,195.66.226.87,2001:7f8:4::234c:1,748e.f8a7.3fc1,Telehouse North (THN),edge6-thn xe-2/1/14 VLAN: 1501,ConneXions,100,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Datavita,https://www.datavita.co.uk/,57022,Open,195.66.246.38,2001:7f8:4:3::debe:1,00a7.4256.5ce3,DataVita Glasgow DC1/DC2 (DVG),edge2-dvg-sco1 xe2,10G,10000,Regular,LINX Scotland,full,rs1.sco1,rs2.sco1,
Belgacom International Carrier Services,https://www2.bics.com/remote-peering-to-linx,6774,Selective,196.60.114.5,2001:43f8:16d0::1a76:1,2421.2481.c382,Africa Data Centre (ADN),edge1-adn-nai1 lag1 VLAN: 200,ConneXions,1000,ConneXions,LINX Nairobi,ConneXions-full,rs1.nai1,rs2.nai1,
Akamai Technologies Inc.,http://www.akamai.com/,20940,Open,195.66.224.168,2001:7f8:4::51cc:1,fc33.42d1.bfec,Equinix LD8 Harbour Exchange (TCH),core3-tch et-2/5/0,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
CSD Network Services Ltd,http://www.csd.co,203851,Open,195.66.226.253,2001:7f8:4::3:1c4b:1,fcec.da4a.99c7,Telehouse East (THE),edge1-the 1/x1/1/c9/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
mtaani telecom limited,http://,328975,Open,196.60.114.12,2001:43f8:16d0::5:50f:1,789a.183d.5136,iColo (ICN),edge1-icn-nai1 ethernet-1/4/1,10G,10000,Regular,LINX Nairobi,full,rs1.nai1,rs2.nai1,
Cantona Retail Limited,http://www.callflowsolutions.com/,48101,Open,195.66.238.252,2001:7f8:4:1::bbe5:1,1039.e9b2.9770,Telehouse North (THN),edge5-thn-lon2 ce4/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Avensys Networks Ltd.,http://www.avensys.net/,8553,Open,195.66.244.15,2001:7f8:4:2::2169:1,44f4.779a.7f90,TeleData Delta House (TDD),edge3-tdd-man1 xe2,10G,10000,Regular,LINX Manchester,full,,,
NHM S.R.L.,http://,62275,Open,195.66.231.22,2001:7f8:4::f343:1,fede.0780.0001,Equinix LD8 Harbour Exchange (TCH),core3-tch et-2/4/3 VLAN: 106,ConneXions,2000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Packet Clearing House (PCH),http://www.pch.net/,3856,Open,195.66.244.56,2001:7f8:4:2::f10:1,000c.29dc.01f9,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe9,10G,10000,Regular,LINX Manchester,associate,rs2.man1,rs1.man1,
Docusign,http://,62856,Open,206.55.196.8,2001:504:31::f588:1,7850.7c25.0f20,Equinix DC2 (EQA),edge2-eqa-nva1 ethernet-1/2/4,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
Fluency Communications Limited,http://www.fluency.net.uk,56595,Open,195.66.244.45,2001:7f8:4:2::dd13:1,88a2.5ebc.53c7,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe13,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
27Fibre Ltd,http://,48605,Open,195.66.236.17,2001:7f8:4:1::bddd:1,fa7c.c93e.1f8d,Telehouse North2 (TH2),edge2-th2-lon2 ce5/1 VLAN: 1906,ConneXions,1000,ConneXions,LINX LON2,ConneXions-full,rs2.lon2,rs4.lon2,
UK-2 Ltd.,http://www.uk2.net/,13213,Open,195.66.224.19,2001:7f8:4::339d:1,88e6.4bea.8944,Telehouse West (THW),core3-thw et-3/3/0,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Ankr PBC,https://www.ankr.com/,62902,Selective,195.66.231.114,2001:7f8:4::f5b6:1,9c69.b465.e334,Telehouse North (THN),edge6-thn xe-6/0/6,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Pepea Internet Limited,http://,329177,Open,196.60.114.3,2001:43f8:16d0::5:5d9:1,789a.18a0.683e,Africa Data Centre (ADN),edge1-adn-nai1 ethernet-1/2/4,10G,10000,Regular,LINX Nairobi,full,rs2.nai1,rs1.nai1,
Cisco Systems Ltd,http://,36692,Open,195.66.244.108,2001:7f8:4:2::8f54:1,4488.16f1.612c,Equinix MA5 (MA5),edge2-ma5-man1 ce2/1,100G,100000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
CSD Network Services Ltd,http://www.csd.co,203851,Open,195.66.238.253,2001:7f8:4:1:0:3:1c4b:1,fcec.da4a.99c8,Telehouse East (THE),edge1-the-lon2 xe1,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Lit Fibre Ltd,http://,211597,Open,195.66.224.213,2001:7f8:4::3:3a8d:1,3c08.cd8e.40dd,Telehouse West (THW),core3-thw xe-5/1/9,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Rocket Fibre Ltd,http://,212263,Open,195.66.224.246,2001:7f8:4::3:3d27:1,2c6b.f5a6.b7ce,Telehouse West (THW),core3-thw xe-4/0/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
ICON FIBER  SOLUTIONS LTD,https://iconfiber.co.ke/,329101,Open,196.60.114.11,2001:43f8:16d0::5:58d:1,dc2c.6ec8.cb20,Africa Data Centre (ADN),edge1-adn-nai1 ethernet-1/3/2,10G,10000,Regular,LINX Nairobi,full,rs1.nai1,rs2.nai1,
Bloomberg,https://www.bloomberg.com,10361,Selective,195.66.227.137,2001:7f8:4::2879:1,f4bf.a865.6221,Equinix LD6 (EQ4),edge2-eq4 2/x1/1/c10/3,10G,10000,Regular,LINX LON1,full,,,
Wifinity,http://www.wifinity.co.uk,49158,Open,195.66.224.5,2001:7f8:4::c006:2,5087.8967.2ff3,Equinix LD8 Harbour Exchange (TCH),core4-tch et-2/4/3,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
IPTP Networks,http://www.iptp.net,41095,Restrictive,195.66.225.64,2001:7f8:4::a087:1,008a.967e.cca4,Equinix LD6 (EQ4),edge1-eq4 4/1/c16/1 VLAN: 800,ConneXions,10000,ConneXions,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
AllPoints Fibre Networks Limited,https://allpointsfibre.uk/,5482,Open,195.66.231.143,2001:7f8:4::156a:2,485a.0d15.a09d,Equinix LD6 (EQ4),edge1-eq4 1/1/c34/1,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
